City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,westport,41.1415,-73.3579,75.0,53,0,13.8,US,1715224446
284,pitea,65.3172,21.4794,30.29,91,99,4.52,SE,1715224446
285,midvagur,62.0511,-7.1939,41.83,81,75,14.97,FO,1715224447
286,lushun,38.8,121.2667,71.82,69,15,9.28,CN,1715224447
287,yantarnyy,54.8717,19.9381,39.06,72,60,7.16,RU,1715224447
288,camana,-16.6228,-72.7111,67.46,83,99,8.37,PE,1715224214
289,dodge city,37.7528,-100.0171,57.69,37,0,8.05,US,1715224447
290,rumbek,6.802,29.6912,84.22,37,100,5.01,SS,1715224447
291,prince george,53.9166,-122.753,63.84,23,0,12.66,CA,1715224349
292,swan hill,-35.3378,143.5544,67.91,54,74,5.97,AU,1715224448
293,calheta,32.7167,-17.1833,67.71,59,53,3.0,PT,1715224448
294,tchintabaraden,15.8969,5.7985,89.11,14,19,8.28,NE,1715224448
295,mahdishahr,35.7108,53.3556,51.12,59,11,9.33,IR,1715224448
296,new norfolk,-42.7826,147.0587,59.92,74,63,2.15,AU,1715224448
297,port augusta,-32.5,137.7667,74.86,32,6,9.6,AU,1715224448
298,opuwo,-18.0607,13.84,71.47,47,73,1.97,NA,1715224448
299,lazaro cardenas,17.9583,-102.2,75.36,80,67,4.59,MX,1715224449
300,vorkuta,67.5,64.0,21.11,85,100,15.01,RU,1715224449
301,mahibadhoo,3.7833,72.9667,85.19,73,90,11.39,MV,1715224449
302,kenai,60.5544,-151.2583,37.49,93,100,17.27,US,1715224449
303,picui,-6.5106,-36.3469,70.39,95,17,9.46,BR,1715224449
304,prigrevica,45.6786,19.0867,57.16,80,97,6.96,RS,1715224449
305,al ghayzah,16.2079,52.176,85.17,72,98,1.61,YE,1715224272
306,nyeri,-0.4201,36.9476,57.87,98,92,2.77,KE,1715224449
307,saudarkrokur,65.7461,-19.6394,36.32,71,10,7.54,IS,1715224173
308,nuriootpa,-34.4833,139.0,70.77,36,86,9.01,AU,1715224376
309,gardnerville ranchos,38.8882,-119.7413,53.69,31,0,14.0,US,1715224450
310,arraial do cabo,-22.9661,-42.0278,75.27,89,5,18.72,BR,1715224165
311,cabedelo,-6.9811,-34.8339,79.79,84,27,7.07,BR,1715224402
312,mammoth lakes,37.6485,-118.9721,39.92,33,0,9.22,US,1715224450
313,kikwit,-5.041,18.8162,75.31,58,97,2.77,CD,1715224450
314,illizi,26.4833,8.4667,72.32,35,3,5.99,DZ,1715224451
315,usogorsk,63.4106,48.6872,27.66,92,100,12.84,RU,1715224451
316,chillicothe,39.3331,-82.9824,70.11,78,40,4.61,US,1715224451
317,chimbarongo,-34.7,-71.05,41.88,85,0,3.51,CL,1715224242
318,kadinhani,38.2397,32.2114,48.83,49,100,0.83,TR,1715224451
319,muang phonsavan,19.45,103.2167,73.94,81,45,3.44,LA,1715224451
320,glencoe,-28.1783,30.147,50.13,83,0,2.93,ZA,1715224451
321,san luis de la loma,17.2706,-100.8939,78.24,73,16,8.95,MX,1715224452
322,kourou,5.1552,-52.6478,78.85,89,59,7.92,GF,1715224452
323,majuro,7.0897,171.3803,82.36,83,100,9.22,MH,1715224452
324,hobyo,5.3505,48.5268,83.7,79,9,10.56,SO,1715224452
325,fisterra,42.9049,-9.2629,53.74,75,100,5.41,ES,1715224452
326,tucurui,-3.7661,-49.6725,74.64,93,47,2.62,BR,1715224362
327,phan thiet,10.9333,108.1,91.24,55,18,15.88,VN,1715224452
328,trenton,40.217,-74.7429,77.18,50,0,8.05,US,1715224453
329,tuy hoa,13.0833,109.3,86.99,67,72,9.55,VN,1715224453
330,khandyga,62.6667,135.6,41.31,71,100,7.16,RU,1715224453
331,kyshtovka,56.555,76.6271,54.34,53,100,14.0,RU,1715224453
332,obidos,-1.9175,-55.5181,76.48,92,97,3.38,BR,1715224453
333,chimore,-16.9833,-65.1333,74.53,99,100,1.97,BO,1715224276
334,harstad,68.799,16.5293,39.15,97,100,17.0,NO,1715224453
335,klaksvik,62.2266,-6.589,41.92,80,100,16.55,FO,1715224453
336,chinde,26.8418,88.0763,68.31,44,50,5.32,NP,1715224453
337,ponta delgada,37.7333,-25.6667,65.19,82,20,5.75,PT,1715224167
338,guatire,10.4762,-66.5427,74.62,94,100,1.88,VE,1715224454
339,kaihua,23.3687,104.28,67.46,79,100,6.62,CN,1715224454
340,happy valley-goose bay,53.3168,-60.3315,31.46,90,100,7.4,CA,1715224454
341,veseloyarsk,51.2836,81.1056,66.29,39,40,10.02,RU,1715224454
342,zhaotong,27.3167,103.7167,61.5,75,100,4.41,CN,1715224454
343,tan-tan,28.438,-11.1032,66.11,60,92,3.76,MA,1715224454
344,acapulco de juarez,16.8634,-99.8901,78.62,83,40,11.5,MX,1715224454
345,calca,-13.3333,-71.95,54.75,87,42,5.79,PE,1715224455
346,colusa,39.2143,-122.0094,73.42,27,0,16.6,US,1715224455
347,eureka,40.8021,-124.1637,56.62,80,0,5.99,US,1715224455
348,phongsali,21.6833,102.1058,80.19,56,96,1.23,LA,1715224455
349,korhogo,9.45,-5.6333,76.39,81,47,1.66,CI,1715224455
350,lichuan,30.3,108.85,62.17,72,100,4.16,CN,1715224455
351,el calafate,-50.3408,-72.2768,31.55,76,100,1.63,AR,1715224443
352,sao tome,0.3365,6.7273,81.36,85,96,7.45,ST,1715224456
353,merritt,50.1123,-120.7942,57.72,49,8,3.27,CA,1715224456
354,saynshand,44.8824,110.1163,70.0,18,98,12.26,MN,1715224456
355,yashkul',46.1711,45.3435,49.15,45,9,4.76,RU,1715224456
356,la ronge,55.1001,-105.2842,53.15,62,86,7.09,CA,1715224204
357,kamina,-8.7386,24.9906,63.95,71,98,4.29,CD,1715224456
358,lagos de moreno,21.35,-101.9167,77.99,14,84,8.48,MX,1715224456
359,cascais,38.6979,-9.4215,70.05,50,100,4.0,PT,1715224453
360,siloam springs,36.1881,-94.5405,65.75,100,0,4.61,US,1715224303
361,quellon,-43.1167,-73.6167,46.49,88,100,3.8,CL,1715224377
362,wakkanai,45.4094,141.6739,44.19,69,7,20.76,JP,1715224457
363,dunedin,-45.8742,170.5036,52.81,39,2,4.0,NZ,1715224457
364,revda,56.801,59.9303,38.66,82,100,11.77,RU,1715224457
365,bargaal,11.2864,51.0773,83.19,79,78,7.7,SO,1715224457
366,belaya kholunitsa,58.84,50.8528,26.85,85,100,11.3,RU,1715224457
367,betio village,1.358,172.9211,84.06,74,57,10.4,KI,1715224457
368,marion,39.7684,-86.1555,70.5,83,100,17.27,US,1715224458
369,colchani,-20.3,-66.9333,47.7,32,1,3.94,BO,1715224458
370,san antonio de pale,-1.4014,5.6325,80.37,88,13,10.96,GQ,1715224458
371,fort knox,37.8911,-85.9636,65.35,87,40,4.61,US,1715224458
372,islamkot,24.6997,70.177,89.31,42,0,13.22,PK,1715224458
373,machico,32.7,-16.7667,67.71,78,20,2.3,PT,1715224458
374,vadso,70.0744,29.7487,25.68,80,75,2.3,NO,1715224458
375,dame-marie,18.5667,-74.4167,79.39,85,83,8.68,HT,1715224458
376,nacajuca,18.1333,-93.0167,90.01,56,95,4.12,MX,1715224459
377,umm kaddadah,13.6017,26.6876,76.17,17,100,10.18,SD,1715224459
378,ulladulla,-35.35,150.4667,62.82,80,94,4.34,AU,1715224459
379,tromso,69.6496,18.957,39.22,52,40,11.5,NO,1715224459
380,constantia,44.1833,28.65,52.7,82,84,14.94,RO,1715224445
381,kidal,18.4411,1.4078,88.57,10,3,11.48,ML,1715224459
382,urrao,6.3152,-76.1342,60.84,98,100,0.25,CO,1715224459
383,plakhtiyivka,46.1006,29.7217,50.38,61,92,8.55,UA,1715224221
384,levuka,50.1834,-105.4011,57.11,64,97,6.04,CA,1715224460
385,vallenar,-28.5708,-70.7581,59.4,40,27,1.19,CL,1715224460
386,saint-felicien,48.6501,-72.4491,42.19,75,96,5.82,CA,1715224460
387,bahir dar,11.5936,37.3908,72.48,30,43,3.62,ET,1715224171
388,gisborne,-38.6533,178.0042,52.54,78,100,24.9,NZ,1715224460
389,nouadhibou,20.931,-17.0347,64.72,89,94,16.93,MR,1715224460
390,sabha,27.0377,14.4283,72.37,30,22,20.54,LY,1715224461
391,berezovyy,51.6667,135.7,55.44,28,73,18.45,RU,1715224461
392,yerofey pavlovich,53.9667,121.9667,54.32,22,9,4.99,RU,1715224461
393,soni,-4.85,38.3667,62.38,93,100,3.2,TZ,1715224461
394,el porvenir,13.7617,-87.3458,83.53,81,79,2.91,HN,1715224461
395,sakakah,29.9697,40.2064,65.77,25,29,8.25,SA,1715224461
396,tadine,-21.55,167.8833,73.36,61,13,18.97,NC,1715224461
397,tateyama,34.9833,139.8667,56.52,70,99,18.34,JP,1715224461
398,vilyuchinsk,52.9306,158.4028,50.27,76,96,13.44,RU,1715224462
399,mana,5.6592,-53.7767,79.66,86,100,10.47,GF,1715224462
400,cheyyur,12.3495,80.003,86.36,66,52,10.27,IN,1715224462
401,moirang,24.5,93.7667,75.25,45,1,2.15,IN,1715224462
402,kashgar,39.4547,75.9797,80.2,14,4,3.51,CN,1715224462
403,urangan,-25.3,152.9,75.2,72,85,8.99,AU,1715224462
404,siwa oasis,29.2041,25.5195,72.07,19,0,12.35,EG,1715224462
405,saint-philippe,-21.3585,55.7679,74.79,77,56,16.58,RE,1715224462
406,saurimo,-9.6608,20.3916,66.7,67,67,5.3,AO,1715224463
407,williams lake,52.1415,-122.1445,57.7,46,37,4.09,CA,1715224463
408,fallon,39.4735,-118.7774,55.27,33,40,16.11,US,1715224463
409,noumea,-22.2763,166.4572,75.18,64,49,18.45,NC,1715224463
410,san luis,-33.295,-66.3356,44.19,31,0,10.6,AR,1715224434
411,sisimiut,66.9395,-53.6735,21.85,83,29,8.03,GL,1715224463
412,weno,7.4515,151.8468,76.95,100,100,4.61,FM,1715224463
413,barddhaman,23.25,87.85,87.06,59,51,6.89,IN,1715224463
414,novogrudok,53.6,25.8333,34.39,63,89,8.5,BY,1715224464
415,kamaishi,39.2667,141.8833,49.21,72,97,4.27,JP,1715224464
416,kailua-kona,19.6406,-155.9956,80.56,78,0,9.22,US,1715224464
417,santa catarina juquila,16.2333,-97.3,64.38,61,41,2.48,MX,1715224464
418,ibb,13.9667,44.1833,66.11,74,60,2.42,YE,1715224290
419,sao vicente,-23.9631,-46.3919,85.26,26,50,6.22,BR,1715224214
420,shache,38.4167,77.2406,81.07,15,56,7.58,CN,1715224464
421,yenicaga,40.7711,32.0337,50.02,71,100,4.7,TR,1715224464
422,kirkland lake,48.1446,-80.0377,40.57,76,34,7.31,CA,1715224465
423,kristiansund,63.1115,7.732,47.05,81,100,4.61,NO,1715224465
424,san martin,-33.081,-68.4681,46.8,29,0,7.96,AR,1715224281
425,nuuk,64.1835,-51.7216,34.41,69,100,9.22,GL,1715224465
426,usinsk,65.9939,57.5281,31.06,89,100,5.99,RU,1715224364
427,dwarka,22.2394,68.9678,82.62,78,0,10.78,IN,1715224465
428,ganshui,28.7422,106.7111,74.64,64,100,0.76,CN,1715224465
429,canyon,34.9803,-101.9188,71.69,18,1,10.69,US,1715224466
430,huittinen,61.1833,22.7,30.24,59,93,3.02,FI,1715224466
431,mantua,45.1667,10.7833,61.84,90,100,1.01,IT,1715224466
432,torghay,49.6339,63.4981,63.59,57,3,19.82,KZ,1715224466
433,tanumah,27.1,44.1333,70.77,19,2,9.6,SA,1715224466
434,carnarvon,-24.8667,113.6333,77.2,42,100,6.49,AU,1715224186
435,mondovi,44.396,7.8176,56.32,86,97,1.95,IT,1715224466
436,bay roberts,47.5999,-53.2648,42.3,92,70,1.99,CA,1715224466
437,uturoa,-16.7333,-151.4333,82.0,76,100,11.1,PF,1715224467
438,chokwe,-24.5333,32.9833,63.21,95,0,2.3,MZ,1715224467
439,namibe,-15.1961,12.1522,74.01,66,8,7.11,AO,1715224467
440,ankang,32.68,109.0172,65.84,91,100,1.66,CN,1715224467
441,kuju,23.7167,85.5,79.54,54,59,5.21,IN,1715224467
442,kerikeri,-35.2268,173.9474,63.0,48,60,5.79,NZ,1715224467
443,latakia,35.5148,35.7768,65.62,47,48,9.93,SY,1715224467
444,freetown,8.484,-13.2299,80.17,86,100,5.86,SL,1715224467
445,oroqen zizhiqi,50.5667,123.7167,58.98,17,6,9.6,CN,1715224468
446,lahij,13.1667,44.5833,80.33,73,94,3.47,YE,1715224468
447,hastings,50.8552,0.5729,50.52,85,100,3.65,GB,1715224220
448,deniliquin,-35.5333,144.9667,65.8,57,93,6.71,AU,1715224468
449,bel ombre,-4.6167,55.4167,83.7,72,83,5.32,SC,1715224468
450,ambo,-10.1308,-76.2047,62.73,89,70,3.09,PE,1715224468
451,brookings,44.3114,-96.7984,56.37,73,20,11.5,US,1715224468
452,caleta de carquin,-11.0925,-77.6267,67.03,90,95,3.83,PE,1715224469
453,pemangkat,1.1667,108.9667,80.94,80,99,5.5,ID,1715224469
454,port lincoln,-34.7333,135.8667,63.1,66,6,10.78,AU,1715224227
455,licata,37.1071,13.9461,59.23,91,100,8.88,IT,1715224469
456,son tay,21.1378,105.505,76.93,72,100,7.67,VN,1715224469
457,shakawe,-18.3667,21.85,60.53,42,2,4.38,BW,1715224469
458,malpica,43.3228,-8.8105,58.33,60,100,4.56,ES,1715224469
459,bhamo,24.2667,97.2333,72.73,86,100,1.88,MM,1715224469
460,nassau,40.7507,-73.5829,77.05,49,0,6.91,US,1715224470
461,swakopmund,-22.6833,14.5333,58.98,85,91,8.05,NA,1715224470
462,kharp,66.8014,65.8081,20.71,90,100,19.84,RU,1715224470
463,udachny,66.4167,112.4,19.45,89,82,14.45,RU,1715224227
464,hasaki,35.7333,140.8333,57.6,76,100,25.28,JP,1715224470
465,kisangani,0.5167,25.2,72.43,99,96,2.21,CD,1715224327
466,balqash,46.8481,74.995,64.99,48,0,17.9,KZ,1715224470
467,sianow,54.2265,16.2913,44.96,71,58,4.09,PL,1715224470
468,were ilu,10.6,39.4333,53.17,85,28,4.72,ET,1715224471
469,mochudi,-24.4167,26.15,58.21,39,0,6.26,BW,1715224471
470,newport,51.5877,-2.9984,55.51,86,44,4.63,GB,1715224471
471,kulhudhuffushi,6.6221,73.07,85.51,74,99,8.32,MV,1715224471
472,ustka,54.5805,16.8619,37.65,67,69,6.53,PL,1715224471
473,moose jaw,50.4001,-105.5344,56.3,61,36,5.48,CA,1715224471
474,ostersund,63.1792,14.6357,37.85,87,75,8.01,SE,1715224310
475,scarborough,54.2797,-0.4044,53.17,86,100,1.01,GB,1715224278
476,plan de ayala,28.5694,-111.5588,72.1,54,0,6.69,MX,1715224472
477,figuig (centre),32.1089,-1.2286,66.61,17,2,5.03,MA,1715224472
478,portage la prairie,49.9728,-98.2926,58.89,45,11,8.75,CA,1715224472
479,nagqu,31.5,92.0,43.05,40,100,11.1,CN,1715224472
480,island harbour,50.724,-1.2758,49.21,24,99,3.94,GB,1715224472
481,nogliki,51.8333,143.1667,49.33,47,19,11.01,RU,1715224210
482,burang,30.25,81.1667,44.01,28,6,4.7,CN,1715224473
483,jayapura,-2.5333,140.7,79.99,89,100,1.41,ID,1715224473
484,ipora,-16.4419,-51.1178,69.08,68,5,3.11,BR,1715224473
485,guane,22.2025,-84.0875,77.52,89,60,4.23,CU,1715224473
486,odda,60.0691,6.5457,50.77,93,100,7.09,NO,1715224473
487,harrisburg,40.2737,-76.8844,71.74,61,0,6.91,US,1715224278
488,aiquile,-18.2041,-65.1807,58.33,97,0,4.27,BO,1715224276
489,novo aripuana,-5.1206,-60.3797,76.59,90,99,2.86,BR,1715224474
490,slavyanka,42.8633,131.3847,59.31,55,67,8.03,RU,1715224474
491,las lajitas,-24.6833,-64.25,58.8,62,100,6.91,AR,1715224365
492,mossoro,-5.1875,-37.3442,74.71,90,15,5.06,BR,1715224264
493,okha,53.5739,142.9478,44.26,57,100,21.0,RU,1715224474
494,aldan,58.6031,125.3894,31.44,80,100,9.37,RU,1715224475
495,inarajan village,13.2736,144.7484,88.39,90,100,13.82,GU,1715224475
496,luau,-10.7073,22.2247,67.08,71,93,3.27,AO,1715224475
497,keflavik,64.0049,-22.5624,36.03,75,20,2.3,IS,1715224475
498,akureyri,65.6835,-18.0878,37.0,68,1,5.66,IS,1715224333
499,nizhneudinsk,54.9076,99.0276,48.85,43,17,17.74,RU,1715224475
500,xining,36.6167,101.7667,69.8,38,13,3.94,CN,1715224475
501,flying fish cove,-10.4217,105.6791,83.88,78,100,12.66,CX,1715224475
502,kiknur,57.3034,47.2011,27.1,81,65,12.48,RU,1715224476
503,tulum,20.2167,-87.4667,80.42,88,74,6.6,MX,1715224361
504,karasburg,-28.0167,18.75,66.13,37,6,8.41,NA,1715224476
505,brackley,52.0333,-1.15,52.92,89,99,3.76,GB,1715224476
506,nuku'alofa,-21.1333,-175.2,79.14,69,20,11.5,TO,1715224476
507,salahonda,2.1019,-78.7217,78.39,85,100,4.85,CO,1715224476
508,miri,4.4148,114.0089,85.75,69,18,6.02,MY,1715224476
509,cambria,35.5641,-121.0808,70.54,84,0,1.01,US,1715224476
510,kifri,34.6959,44.9661,67.12,46,0,4.45,IQ,1715224476
511,rio branco,-9.9747,-67.81,77.61,94,0,0.0,BR,1715224219
512,remire-montjoly,4.9167,-52.2667,78.84,94,75,5.75,GF,1715224477
513,debre tabor,11.85,38.0167,60.28,50,61,1.99,ET,1715224477
514,colonia,50.9333,6.95,50.97,91,4,2.3,DE,1715224379
515,alo,7.4178,6.7371,81.18,80,100,5.86,NG,1715224477
516,malango,-2.9627,119.9001,76.48,86,55,3.8,ID,1715224477
517,el granada,37.5027,-122.4694,76.89,49,0,10.36,US,1715224477
518,zhigalovo,54.8097,105.1578,44.67,87,100,11.52,RU,1715224478
519,carmi,38.0909,-88.1587,64.49,94,0,9.22,US,1715224478
520,neftcala,39.3742,49.2472,56.48,75,85,4.99,AZ,1715224478
521,tuskegee,32.424,-85.6916,79.14,100,52,5.01,US,1715224407
522,fonte boa,-2.4959,-66.2662,76.1,99,94,2.77,BR,1715224478
523,ribera,37.4984,13.2642,54.64,93,100,7.81,IT,1715224478
524,jiuquan,39.7432,98.5174,73.11,24,97,12.21,CN,1715224478
525,shizunai-furukawacho,42.3339,142.3669,44.74,76,82,9.01,JP,1715224416
526,alesund,62.4723,6.1549,54.34,76,75,8.05,NO,1715224479
527,krasnokamsk,58.0802,55.7541,32.16,77,100,9.84,RU,1715224479
528,lebanon,36.2081,-86.2911,69.85,90,100,8.05,US,1715224382
529,cururupu,-1.8283,-44.8683,75.02,99,92,1.03,BR,1715224439
530,fada,9.5667,8.3,75.56,74,100,3.15,NG,1715224479
531,huarmey,-10.0681,-78.1522,67.26,90,80,5.28,PE,1715224479
532,al jumum,21.6169,39.6981,78.67,44,0,2.59,SA,1715224479
533,greenville,35.6127,-77.3663,73.56,75,0,5.75,US,1715224191
534,pavilosta,56.8879,21.1859,40.91,92,100,9.06,LV,1715224480
535,miquelon,47.0975,-56.3814,39.2,91,77,9.01,PM,1715224480
536,kem',64.9555,34.5793,20.61,92,16,12.57,RU,1715224480
537,tangalle,6.024,80.7911,82.56,86,100,4.25,LK,1715224480
538,plastun,44.7561,136.2939,60.71,45,83,2.08,RU,1715224480
539,ezhva,61.8128,50.7283,26.94,86,75,13.42,RU,1715224480
540,gazli,40.1333,63.45,73.54,36,100,15.39,UZ,1715224480
541,antofagasta,-23.65,-70.4,61.63,86,95,7.67,CL,1715224314
542,kloulklubed,7.0419,134.2556,86.5,72,26,8.79,PW,1715224481
543,xiaoweizhai,26.1903,107.5125,64.6,92,100,1.34,CN,1715224481
544,la passe,45.5549,-0.8967,53.83,91,32,10.83,FR,1715224481
545,cova figueira,14.8905,-24.2934,68.41,61,3,7.47,CV,1715224481
546,kiruna,67.8557,20.2251,29.32,80,100,9.22,SE,1715224481
547,ca mau,9.1769,105.15,93.49,50,79,13.85,VN,1715224321
548,kuvshinovo,57.0295,34.1725,25.14,67,57,10.42,RU,1715224481
549,toamasina,-18.1667,49.3833,73.99,80,83,8.19,MG,1715224482
550,korpilahti,62.0167,25.55,30.74,61,41,2.59,FI,1715224482
551,podujeva,42.9106,21.1931,58.39,98,100,5.12,XK,1715224482
552,grand falls-windsor,48.9332,-55.6649,42.51,83,90,6.58,CA,1715224482
553,valparaiso,-33.0393,-71.6273,57.99,58,0,2.3,CL,1715224292
554,la ligua,-32.4524,-71.2311,54.86,57,0,0.72,CL,1715224440
555,guaraciaba do norte,-4.1669,-40.7475,66.54,88,97,1.68,BR,1715224483
556,tai'an,36.1853,117.12,77.63,25,10,13.38,CN,1715224483
557,la sierpe,2.8518,-77.6155,75.16,94,99,1.72,CO,1715224483
558,kitimat,54.0524,-128.6534,53.69,68,97,5.01,CA,1715224483
559,mahdia,35.5047,11.0622,58.95,70,8,12.93,TN,1715224483
560,weligama,5.9667,80.4167,79.3,89,100,3.36,LK,1715224483
561,calama,-22.4667,-68.9333,60.03,17,22,8.88,CL,1715224483
562,pukchil-lodongjagu,40.2019,125.7483,63.07,47,36,5.37,KP,1715224484
563,sao pedro do piaui,-5.9294,-42.7186,77.32,73,100,2.75,BR,1715224484
564,balkanabat,39.5108,54.3671,63.59,46,14,2.26,TM,1715224484
565,mahanoro,-19.9,48.8,69.6,91,29,6.04,MG,1715224484
566,murun-kuren,49.6342,100.1625,59.4,35,70,15.88,MN,1715224484
567,burao,9.5221,45.5336,74.16,76,83,7.87,SO,1715224484
568,kolonia,50.9333,6.95,50.97,91,4,2.3,DE,1715224379
569,jagatsinghapur,20.2667,86.1667,84.13,61,14,10.36,IN,1715224485
